Present_Tmax,Present_Tmin,DEM,lat,lon,Slope,Solar radiation,Act_Next_Tmax,Act_Next_Tmin,Date
34.3,26.5,30.0464,37.5507,126.937,0.8552,5165.472656,31.2,24.8,9/8/2016
31.2,24.8,82.2912,37.4697,126.995,2.2579,5124.78125,32.9,23.7,9/8/2016
32.9,23.7,53.4712,37.6181,127.099,0.697,5161.928223,35.9,27.7,9/8/2016
35.9,27.7,56.4448,37.4832,127.024,1.2313,5143.86377,32.3,25.1,9/8/2016
32.3,25.1,75.0924,37.5776,126.938,1.7678,5191.696777,32.8,25.3,9/8/2016
32.8,25.3,146.554,37.6181,127.004,4.7296,5243.202637,33,27.1,9/8/2016
33,27.1,26.298,37.5507,127.04,0.5721,5153.790039,32.7,26.6,9/8/2016
32.7,26.6,21.9668,37.5102,127.086,0.1332,5142.599121,33.2,27,9/8/2016
33.2,27,15.5876,37.5372,126.891,0.1554,5142.875977,33,28,9/8/2016
33,28,17.2956,37.5237,126.909,0.2223,5139.486328,33.6,27.2,9/8/2016
33.6,27.2,19.5844,37.5237,126.97,0.2713,5149.236816,32.1,23.7,9/8/2016
32.1,23.7,212.335,37.6046,126.991,2.785,5275.070313,34,24.9,10/8/2016
34,24.9,44.7624,37.6046,127.032,0.5141,5132.69873,34.4,26.9,10/8/2016
34.4,26.9,33.3068,37.5776,127.058,0.2661,5127.352051,34.9,26.9,10/8/2016
34.9,26.9,45.716,37.645,127.022,2.5348,5118.115234,32.6,25.8,10/8/2016
32.6,25.8,35.038,37.5507,127.135,0.5055,5117.59375,33.6,27.3,10/8/2016
33.6,27.3,54.6384,37.5102,127.042,0.1457,5131.512695,33.1,25.9,10/8/2016
33.1,25.9,52.518,37.4697,126.91,1.5629,5115.180664,33.5,25.4,10/8/2016
33.5,25.4,50.9312,37.4967,126.826,0.4125,5140.238281,32,23.7,10/8/2016
32,23.7,208.507,37.4562,126.955,5.1782,5084.998535,32.6,25.9,10/8/2016
32.6,25.9,28.7,37.5372,127.085,0.6233,5132.311523,33.1,24.5,10/8/2016
33.1,24.5,132.118,37.5507,126.988,0.5931,5179.077148,34.7,27.5,10/8/2016
34.7,27.5,59.8324,37.5776,127.083,2.6865,5111.087891,33.2,25.8,10/8/2016
33.2,25.8,30.968,37.4967,126.927,0.618,5116.991699,33.7,25.7,10/8/2016
33.7,25.7,30.0464,37.5507,126.937,0.8552,5135.761719,32.1,23.4,10/8/2016
32.1,23.4,82.2912,37.4697,126.995,2.2579,5093.864258,34.5,23.6,10/8/2016
34.5,23.6,53.4712,37.6181,127.099,0.697,5131.895996,35,27.2,10/8/2016
35,27.2,56.4448,37.4832,127.024,1.2313,5113.475586,33.5,24.5,10/8/2016
33.5,24.5,75.0924,37.5776,126.938,1.7678,5161.941406,34.2,25.6,10/8/2016
34.2,25.6,146.554,37.6181,127.004,4.7296,5213.896973,32.5,26.6,10/8/2016
32.5,26.6,26.298,37.5507,127.04,0.5721,5123.937988,34.1,26.6,10/8/2016
34.1,26.6,21.9668,37.5102,127.086,0.1332,5112.584961,34.2,26.3,10/8/2016
34.2,26.3,15.5876,37.5372,126.891,0.1554,5112.924805,33.6,26.7,10/8/2016
33.6,26.7,17.2956,37.5237,126.909,0.2223,5109.454102,33,26.9,10/8/2016
33,26.9,19.5844,37.5237,126.97,0.2713,5119.374023,32.9,25,10/8/2016
32.9,25,212.335,37.6046,126.991,2.785,5245.199219,34.8,24.5,11/8/2016
34.8,24.5,44.7624,37.6046,127.032,0.5141,5102.277832,36.2,26.5,11/8/2016
36.2,26.5,33.3068,37.5776,127.058,0.2661,5096.946289,36,26.6,11/8/2016
36,26.6,45.716,37.645,127.022,2.5348,5087.650879,35.5,25,11/8/2016
35.5,25,35.038,37.5507,127.135,0.5055,5086.999512,35.9,27.3,11/8/2016
35.9,27.3,54.6384,37.5102,127.042,0.1457,5100.898926,35.5,26,11/8/2016
35.5,26,52.518,37.4697,126.91,1.5629,5084.35498,35.4,25.1,11/8/2016
35.4,25.1,50.9312,37.4967,126.826,0.4125,5109.80957,34.4,23.6,11/8/2016
34.4,23.6,208.507,37.4562,126.955,5.1782,5052.172363,35.5,25.3,11/8/2016
35.5,25.3,28.7,37.5372,127.085,0.6233,5102.056152,35.3,25.7,11/8/2016
35.3,25.7,132.118,37.5507,126.988,0.5931,5148.331543,36.3,26.7,11/8/2016
36.3,26.7,59.8324,37.5776,127.083,2.6865,5080.226563,35.3,26.2,11/8/2016
35.3,26.2,30.968,37.4967,126.927,0.618,5086.431152,35.5,26.7,11/8/2016
35.5,26.7,30.0464,37.5507,126.937,0.8552,5105.529785,33.2,24,11/8/2016
33.2,24,82.2912,37.4697,126.995,2.2579,5062.422852,35,23,11/8/2016
35,23,53.4712,37.6181,127.099,0.697,5101.342773,37.6,26.8,11/8/2016
37.6,26.8,56.4448,37.4832,127.024,1.2313,5082.563477,35.4,24.8,11/8/2016
35.4,24.8,75.0924,37.5776,126.938,1.7678,5131.66748,35.4,25.2,11/8/2016
35.4,25.2,146.554,37.6181,127.004,4.7296,5184.058105,35.7,26.9,11/8/2016
35.7,26.9,26.298,37.5507,127.04,0.5721,5093.562988,36.9,26.6,11/8/2016
36.9,26.6,21.9668,37.5102,127.086,0.1332,5082.049805,35.9,27,11/8/2016
35.9,27,15.5876,37.5372,126.891,0.1554,5082.452637,36,27.6,11/8/2016
36,27.6,17.2956,37.5237,126.909,0.2223,5078.900391,36.7,27,11/8/2016
36.7,27,19.5844,37.5237,126.97,0.2713,5088.989746,32.3,24.8,11/8/2016
32.3,24.8,212.335,37.6046,126.991,2.785,5214.742188,34.8,24.7,12/8/2016
34.8,24.7,44.7624,37.6046,127.032,0.5141,5071.276855,35.6,26.8,12/8/2016
35.6,26.8,33.3068,37.5776,127.058,0.2661,5065.961426,36,26.6,12/8/2016
36,26.6,45.716,37.645,127.022,2.5348,5056.626465,35.4,25.3,12/8/2016
35.4,25.3,35.038,37.5507,127.135,0.5055,5055.825195,35.1,27.4,12/8/2016
35.1,27.4,54.6384,37.5102,127.042,0.1457,5069.704102,34.1,27,12/8/2016
34.1,27,12.37,37.5776,126.838,0.0985,5048.708496,33.9,26.6,12/8/2016
33.9,26.6,52.518,37.4697,126.91,1.5629,5052.947754,34.3,25.5,12/8/2016
34.3,25.5,50.9312,37.4967,126.826,0.4125,5078.800293,33.8,23.7,12/8/2016
33.8,23.7,208.507,37.4562,126.955,5.1782,5018.759766,34.9,25.8,12/8/2016
34.9,25.8,28.7,37.5372,127.085,0.6233,5071.220215,34.4,25.5,12/8/2016
34.4,25.5,132.118,37.5507,126.988,0.5931,5117.001465,36.1,26.9,12/8/2016
36.1,26.9,59.8324,37.5776,127.083,2.6865,5048.783691,33.9,26.3,12/8/2016
33.9,26.3,30.968,37.4967,126.927,0.618,5055.290527,35,26.6,12/8/2016
35,26.6,30.0464,37.5507,126.937,0.8552,5074.718262,33.5,24.2,12/8/2016
33.5,24.2,82.2912,37.4697,126.995,2.2579,5030.400879,34.7,22.8,12/8/2016
34.7,22.8,53.4712,37.6181,127.099,0.697,5070.208496,36.1,27.9,12/8/2016
36.1,27.9,56.4448,37.4832,127.024,1.2313,5051.070801,33.9,24.9,12/8/2016
33.9,24.9,75.0924,37.5776,126.938,1.7678,5100.811035,35,25.5,12/8/2016
35,25.5,146.554,37.6181,127.004,4.7296,5153.638672,34.3,27.1,12/8/2016
34.3,27.1,26.298,37.5507,127.04,0.5721,5062.609375,35.6,26.7,12/8/2016
35.6,26.7,21.9668,37.5102,127.086,0.1332,5050.93457,35.7,27.2,12/8/2016
35.7,27.2,15.5876,37.5372,126.891,0.1554,5051.400391,34.8,27.4,12/8/2016
34.8,27.4,17.2956,37.5237,126.909,0.2223,5047.767578,35.5,27.9,12/8/2016
35.5,27.9,19.5844,37.5237,126.97,0.2713,5058.025879,31.6,24,12/8/2016
31.6,24,212.335,37.6046,126.991,2.785,5183.697266,33.9,25.5,13/8/2016
33.9,25.5,44.7624,37.6046,127.032,0.5141,5039.694336,34.8,27,13/8/2016
34.8,27,33.3068,37.5776,127.058,0.2661,5034.395996,34.7,27,13/8/2016
34.7,27,45.716,37.645,127.022,2.5348,5024.993652,35.3,26.2,13/8/2016
35.3,26.2,35.038,37.5507,127.135,0.5055,5024.069336,34.3,27.9,13/8/2016
34.3,27.9,54.6384,37.5102,127.042,0.1457,5037.928223,33.1,27.3,13/8/2016
33.1,27.3,12.37,37.5776,126.838,0.0985,5017.061523,33.1,27.1,13/8/2016
33.1,27.1,52.518,37.4697,126.91,1.5629,5020.958008,33.6,26.2,13/8/2016
33.6,26.2,50.9312,37.4967,126.826,0.4125,5047.208984,32.3,24.3,13/8/2016
32.3,24.3,208.507,37.4562,126.955,5.1782,4984.759766,34.5,27,13/8/2016
34.5,27,28.7,37.5372,127.085,0.6233,5039.804199,34.8,25.6,13/8/2016
34.8,25.6,132.118,37.5507,126.988,0.5931,5085.084961,35.9,27.7,13/8/2016
35.9,27.7,59.8324,37.5776,127.083,2.6865,5016.757813,33.8,26.8,13/8/2016
33.8,26.8,30.968,37.4967,126.927,0.618,5023.568848,34.1,26.6,13/8/2016
34.1,26.6,30.0464,37.5507,126.937,0.8552,5043.325684,33.4,24.5,13/8/2016
33.4,24.5,82.2912,37.4697,126.995,2.2579,4997.796875,35.3,23.8,13/8/2016
35.3,23.8,53.4712,37.6181,127.099,0.697,5038.491699,35.5,28,13/8/2016
35.5,28,56.4448,37.4832,127.024,1.2313,5018.997559,34.5,25.4,13/8/2016
34.5,25.4,75.0924,37.5776,126.938,1.7678,5069.371094,34.1,26,13/8/2016
34.1,26,146.554,37.6181,127.004,4.7296,5122.638184,33.9,27.9,13/8/2016
33.9,27.9,26.298,37.5507,127.04,0.5721,5031.075684,34.4,27.6,13/8/2016
34.4,27.6,21.9668,37.5102,127.086,0.1332,5019.239746,35.7,27.6,13/8/2016
35.7,27.6,15.5876,37.5372,126.891,0.1554,5019.769043,35.3,27.9,13/8/2016
35.3,27.9,17.2956,37.5237,126.909,0.2223,5016.055176,34.7,28.1,13/8/2016
34.7,28.1,19.5844,37.5237,126.97,0.2713,5026.482422,27.5,24.7,13/8/2016
27.5,24.7,212.335,37.6046,126.991,2.785,5152.121094,29.6,25.8,14/8/2016
29.6,25.8,44.7624,37.6046,127.032,0.5141,5007.588379,30.5,27.4,14/8/2016
30.5,27.4,33.3068,37.5776,127.058,0.2661,5002.308105,30.4,27.5,14/8/2016
30.4,27.5,45.716,37.645,127.022,2.5348,4992.89209,31.2,27.4,14/8/2016
31.2,27.4,35.038,37.5507,127.135,0.5055,4991.792969,31.7,28.6,14/8/2016
31.7,28.6,54.6384,37.5102,127.042,0.1457,5005.629395,33.2,28.1,14/8/2016
33.2,28.1,12.37,37.5776,126.838,0.0985,4984.893066,32,27.8,14/8/2016
32,27.8,52.518,37.4697,126.91,1.5629,4988.449707,32.5,27.1,14/8/2016
32.5,27.1,50.9312,37.4967,126.826,0.4125,5015.094727,30.6,25.1,14/8/2016
30.6,25.1,208.507,37.4562,126.955,5.1782,4950.244141,30.5,27.5,14/8/2016
30.5,27.5,28.7,37.5372,127.085,0.6233,5007.865723,30.4,26.4,14/8/2016
30.4,26.4,132.118,37.5507,126.988,0.5931,5052.64502,31,28,14/8/2016
31,28,59.8324,37.5776,127.083,2.6865,4984.21582,32.4,27.8,14/8/2016
32.4,27.8,30.968,37.4967,126.927,0.618,4991.32666,31.8,27.3,14/8/2016
31.8,27.3,30.0464,37.5507,126.937,0.8552,5011.411133,30.8,26,14/8/2016
30.8,26,82.2912,37.4697,126.995,2.2579,4964.671875,29.8,25.1,14/8/2016
29.8,25.1,53.4712,37.6181,127.099,0.697,5006.253906,31.9,28.5,14/8/2016
31.9,28.5,56.4448,37.4832,127.024,1.2313,4986.401367,32.2,26.5,14/8/2016
32.2,26.5,75.0924,37.5776,126.938,1.7678,5037.410156,29.6,26.9,14/8/2016
29.6,26.9,146.554,37.6181,127.004,4.7296,5091.10498,30.8,28.4,14/8/2016
30.8,28.4,26.298,37.5507,127.04,0.5721,4999.018555,30.9,28.1,14/8/2016
30.9,28.1,21.9668,37.5102,127.086,0.1332,4987.023438,32.7,28.6,14/8/2016
32.7,28.6,15.5876,37.5372,126.891,0.1554,4987.615723,31.9,28.5,14/8/2016
31.9,28.5,17.2956,37.5237,126.909,0.2223,4983.820801,31.6,28.7,14/8/2016
31.6,28.7,19.5844,37.5237,126.97,0.2713,4994.416992,30.1,23.8,14/8/2016
30.1,23.8,212.335,37.6046,126.991,2.785,5119.919922,33.5,24.4,15/8/2016
33.5,24.4,44.7624,37.6046,127.032,0.5141,4974.867188,34.4,26.4,15/8/2016
34.4,26.4,33.3068,37.5776,127.058,0.2661,4969.604004,33.5,25.9,15/8/2016
33.5,25.9,45.716,37.645,127.022,2.5348,4960.18457,33.5,25.6,15/8/2016
33.5,25.6,35.038,37.5507,127.135,0.5055,4958.898438,33.5,26.9,15/8/2016
33.5,26.9,54.6384,37.5102,127.042,0.1457,4972.712891,33.8,26.1,15/8/2016
33.8,26.1,12.37,37.5776,126.838,0.0985,4952.109863,33.2,26.8,15/8/2016
33.2,26.8,52.518,37.4697,126.91,1.5629,4955.319824,33.4,25.8,15/8/2016
33.4,25.8,50.9312,37.4967,126.826,0.4125,4982.36377,32.6,23.9,15/8/2016
32.6,23.9,208.507,37.4562,126.955,5.1782,4915.099121,33.6,26,15/8/2016
33.6,26,28.7,37.5372,127.085,0.6233,4975.310547,32.7,24.9,15/8/2016
32.7,24.9,132.118,37.5507,126.988,0.5931,5019.580078,34.5,26.4,15/8/2016
34.5,26.4,59.8324,37.5776,127.083,2.6865,4951.04834,33.3,26.6,15/8/2016
33.3,26.6,30.968,37.4967,126.927,0.618,4958.466797,33.1,25.8,15/8/2016
33.1,25.8,30.0464,37.5507,126.937,0.8552,4978.878418,32.6,24.7,15/8/2016
32.6,24.7,82.2912,37.4697,126.995,2.2579,4930.931152,33.3,24,15/8/2016
33.3,24,53.4712,37.6181,127.099,0.697,4973.395996,35.2,27.7,15/8/2016
35.2,27.7,56.4448,37.4832,127.024,1.2313,4953.190918,33,24.7,15/8/2016
33,24.7,75.0924,37.5776,126.938,1.7678,5004.824219,32.7,24.6,15/8/2016
32.7,24.6,146.554,37.6181,127.004,4.7296,5058.948242,33.6,27.1,15/8/2016
33.6,27.1,26.298,37.5507,127.04,0.5721,4966.347656,33.8,27,15/8/2016
33.8,27,21.9668,37.5102,127.086,0.1332,4954.191406,34.1,26.5,15/8/2016
34.1,26.5,15.5876,37.5372,126.891,0.1554,4954.847656,34,26.8,15/8/2016
34,26.8,17.2956,37.5237,126.909,0.2223,4950.97168,34.7,27,15/8/2016
34.7,27,19.5844,37.5237,126.97,0.2713,4961.73584,30.4,23.5,15/8/2016
30.4,23.5,212.335,37.6046,126.991,2.785,5087.199707,33.8,24.7,16/8/2016
33.8,24.7,44.7624,37.6046,127.032,0.5141,4941.63623,34,26.8,16/8/2016
34,26.8,33.3068,37.5776,127.058,0.2661,4936.391113,34.8,26.4,16/8/2016
34.8,26.4,45.716,37.645,127.022,2.5348,4926.958008,33.2,26.3,16/8/2016
33.2,26.3,35.038,37.5507,127.135,0.5055,4925.497559,34.9,26.8,16/8/2016
34.9,26.8,54.6384,37.5102,127.042,0.1457,4939.288086,33.7,26.6,16/8/2016
33.7,26.6,12.37,37.5776,126.838,0.0985,4918.818848,34.2,26.2,16/8/2016
34.2,26.2,52.518,37.4697,126.91,1.5629,4921.686035,34.3,25.3,16/8/2016
34.3,25.3,50.9312,37.4967,126.826,0.4125,4949.122559,32.5,23.1,16/8/2016
32.5,23.1,208.507,37.4562,126.955,5.1782,4879.457031,33.6,26.2,16/8/2016
33.6,26.2,28.7,37.5372,127.085,0.6233,4942.246582,34.2,25.1,16/8/2016
34.2,25.1,132.118,37.5507,126.988,0.5931,4986.005371,35.4,27.6,16/8/2016
35.4,27.6,59.8324,37.5776,127.083,2.6865,4917.379883,34.7,25.7,16/8/2016
34.7,25.7,30.968,37.4967,126.927,0.618,4925.100098,34.3,26.1,16/8/2016
34.3,26.1,30.0464,37.5507,126.937,0.8552,4945.837402,33.1,23.4,16/8/2016
33.1,23.4,82.2912,37.4697,126.995,2.2579,4896.68457,33.1,24.1,16/8/2016
33.1,24.1,53.4712,37.6181,127.099,0.697,4940.03125,36.7,27.1,16/8/2016
36.7,27.1,56.4448,37.4832,127.024,1.2313,4919.47168,33.4,24.4,16/8/2016
33.4,24.4,75.0924,37.5776,126.938,1.7678,4971.731445,33.5,25.5,16/8/2016
33.5,25.5,146.554,37.6181,127.004,4.7296,5026.276855,34.5,26.9,16/8/2016
34.5,26.9,26.298,37.5507,127.04,0.5721,4933.166992,35.2,26.8,16/8/2016
35.2,26.8,21.9668,37.5102,127.086,0.1332,4920.852051,33.7,26.9,16/8/2016
33.7,26.9,15.5876,37.5372,126.891,0.1554,4921.571777,35.5,27,16/8/2016
35.5,27,17.2956,37.5237,126.909,0.2223,4917.615234,34.8,27.1,16/8/2016
34.8,27.1,19.5844,37.5237,126.97,0.2713,4928.546875,30.6,23,16/8/2016
30.6,23,212.335,37.6046,126.991,2.785,5053.921387,33.2,24.3,17/8/2016
33.2,24.3,44.7624,37.6046,127.032,0.5141,4907.85791,34.1,25.8,17/8/2016
34.1,25.8,33.3068,37.5776,127.058,0.2661,4902.631348,34.2,26.3,17/8/2016
34.2,26.3,45.716,37.645,127.022,2.5348,4893.187988,33,24.9,17/8/2016
33,24.9,35.038,37.5507,127.135,0.5055,4891.550293,33.7,26.4,17/8/2016
33.7,26.4,54.6384,37.5102,127.042,0.1457,4905.316406,34.3,26.7,17/8/2016
34.3,26.7,12.37,37.5776,126.838,0.0985,4884.982422,33.4,26.4,17/8/2016
33.4,26.4,52.518,37.4697,126.91,1.5629,4887.505371,33.4,25.4,17/8/2016
33.4,25.4,50.9312,37.4967,126.826,0.4125,4915.333496,32.5,23.2,17/8/2016
32.5,23.2,208.507,37.4562,126.955,5.1782,4843.271973,33.3,24.8,17/8/2016
33.3,24.8,28.7,37.5372,127.085,0.6233,4908.635254,32.1,24.9,17/8/2016
32.1,24.9,132.118,37.5507,126.988,0.5931,4951.879883,34.2,25.9,17/8/2016
34.2,25.9,59.8324,37.5776,127.083,2.6865,4883.164551,33.8,26.2,17/8/2016
33.8,26.2,30.968,37.4967,126.927,0.618,4891.187012,33.5,26.5,17/8/2016
33.5,26.5,30.0464,37.5507,126.937,0.8552,4912.248535,32.5,23.5,17/8/2016
32.5,23.5,82.2912,37.4697,126.995,2.2579,4861.894043,33.9,22.2,17/8/2016
33.9,22.2,53.4712,37.6181,127.099,0.697,4906.118652,36.7,26.4,17/8/2016
36.7,26.4,56.4448,37.4832,127.024,1.2313,4885.207031,34.7,24.8,17/8/2016
34.7,24.8,75.0924,37.5776,126.938,1.7678,4938.088379,33.3,25,17/8/2016
33.3,25,146.554,37.6181,127.004,4.7296,4993.057617,33.9,26.6,17/8/2016
33.9,26.6,26.298,37.5507,127.04,0.5721,4899.439941,34.1,26.5,17/8/2016
34.1,26.5,21.9668,37.5102,127.086,0.1332,4886.967285,34.5,27.3,17/8/2016
34.5,27.3,15.5876,37.5372,126.891,0.1554,4887.75,34.8,27.4,17/8/2016
34.8,27.4,17.2956,37.5237,126.909,0.2223,4883.712891,34.8,26.8,17/8/2016
34.8,26.8,19.5844,37.5237,126.97,0.2713,4894.811523,29.6,23.9,17/8/2016
29.6,23.9,212.335,37.6046,126.991,2.785,5020.102051,32.2,24.6,18/8/2016
32.2,24.6,44.7624,37.6046,127.032,0.5141,4873.549805,33.3,26.5,18/8/2016
33.3,26.5,33.3068,37.5776,127.058,0.2661,4868.342285,32.9,26.3,18/8/2016
32.9,26.3,45.716,37.645,127.022,2.5348,4858.884766,32.9,24.9,18/8/2016
32.9,24.9,35.038,37.5507,127.135,0.5055,4857.075195,33.5,26.9,18/8/2016
33.5,26.9,54.6384,37.5102,127.042,0.1457,4870.81543,33.2,27.2,18/8/2016
33.2,27.2,12.37,37.5776,126.838,0.0985,4850.618164,33.8,27.3,18/8/2016
33.8,27.3,52.518,37.4697,126.91,1.5629,4852.797852,34,26.2,18/8/2016
34,26.2,50.9312,37.4967,126.826,0.4125,4881.014648,32.5,24.5,18/8/2016
32.5,24.5,208.507,37.4562,126.955,5.1782,4806.566406,33.1,25.4,18/8/2016
33.1,25.4,28.7,37.5372,127.085,0.6233,4874.494141,33.6,25.1,18/8/2016
33.6,25.1,132.118,37.5507,126.988,0.5931,4917.222168,32.9,26.4,18/8/2016
32.9,26.4,59.8324,37.5776,127.083,2.6865,4848.42334,33.7,26.8,18/8/2016
33.7,26.8,30.968,37.4967,126.927,0.618,4856.746582,33.4,26.9,18/8/2016
33.4,26.9,30.0464,37.5507,126.937,0.8552,4878.130371,32.1,24.7,18/8/2016
32.1,24.7,82.2912,37.4697,126.995,2.2579,4826.579102,32.5,23.3,18/8/2016
32.5,23.3,53.4712,37.6181,127.099,0.697,4871.677246,36.1,27.2,18/8/2016
36.1,27.2,56.4448,37.4832,127.024,1.2313,4850.415527,34.3,25.9,18/8/2016
34.3,25.9,75.0924,37.5776,126.938,1.7678,4903.913574,32.2,25.3,18/8/2016
32.2,25.3,146.554,37.6181,127.004,4.7296,4959.31543,33.1,27.1,18/8/2016
33.1,27.1,26.298,37.5507,127.04,0.5721,4865.184082,34.5,26.9,18/8/2016
34.5,26.9,21.9668,37.5102,127.086,0.1332,4852.554199,34.2,27.7,18/8/2016
34.2,27.7,15.5876,37.5372,126.891,0.1554,4853.400391,34.5,28,18/8/2016
34.5,28,17.2956,37.5237,126.909,0.2223,4849.283203,34.4,27.5,18/8/2016
34.4,27.5,19.5844,37.5237,126.97,0.2713,4860.547363,29.5,24.1,18/8/2016
29.5,24.1,212.335,37.6046,126.991,2.785,4985.76123,31.5,25,19/8/2016
31.5,25,44.7624,37.6046,127.032,0.5141,4838.724609,32.8,27,19/8/2016
32.8,27,33.3068,37.5776,127.058,0.2661,4833.543945,32.3,26.6,19/8/2016
32.3,26.6,45.716,37.645,127.022,2.5348,4824.056641,31.6,26.5,19/8/2016
31.6,26.5,35.038,37.5507,127.135,0.5055,4822.092285,32.5,27.8,19/8/2016
32.5,27.8,54.6384,37.5102,127.042,0.1457,4835.805664,32.2,28.1,19/8/2016
32.2,28.1,12.37,37.5776,126.838,0.0985,4815.746094,32.7,28,19/8/2016
32.7,28,52.518,37.4697,126.91,1.5629,4817.585449,32.3,27.1,19/8/2016
32.3,27.1,50.9312,37.4967,126.826,0.4125,4846.185547,32.3,25.7,19/8/2016
32.3,25.7,208.507,37.4562,126.955,5.1782,4769.366211,31.5,26.5,19/8/2016
31.5,26.5,28.7,37.5372,127.085,0.6233,4839.843262,31.1,26.1,19/8/2016
31.1,26.1,132.118,37.5507,126.988,0.5931,4882.054199,32.5,27.3,19/8/2016
32.5,27.3,59.8324,37.5776,127.083,2.6865,4813.178711,32.8,27.7,19/8/2016
32.8,27.7,30.968,37.4967,126.927,0.618,4821.79834,31.9,27.8,19/8/2016
31.9,27.8,30.0464,37.5507,126.937,0.8552,4843.501953,32,25.7,19/8/2016
32,25.7,82.2912,37.4697,126.995,2.2579,4790.760742,31.5,24.4,19/8/2016
31.5,24.4,53.4712,37.6181,127.099,0.697,4836.728027,34.1,28.5,19/8/2016
34.1,28.5,56.4448,37.4832,127.024,1.2313,4815.116211,31.7,25.5,19/8/2016
31.7,25.5,75.0924,37.5776,126.938,1.7678,4869.229004,31.6,25.7,19/8/2016
31.6,25.7,146.554,37.6181,127.004,4.7296,4925.046875,32.8,28,19/8/2016
32.8,28,26.298,37.5507,127.04,0.5721,4830.418457,32.5,27.9,19/8/2016
32.5,27.9,21.9668,37.5102,127.086,0.1332,4817.633789,33.2,28.3,19/8/2016
33.2,28.3,15.5876,37.5372,126.891,0.1554,4818.54248,33.1,28.4,19/8/2016
33.1,28.4,17.2956,37.5237,126.909,0.2223,4814.346191,33.8,28,19/8/2016
33.8,28,19.5844,37.5237,126.97,0.2713,4825.774902,30.4,24.4,19/8/2016
30.4,24.4,212.335,37.6046,126.991,2.785,4950.874023,32.3,24.4,20/8/2016
32.3,24.4,44.7624,37.6046,127.032,0.5141,4803.37207,33.2,27,20/8/2016
33.2,27,33.3068,37.5776,127.058,0.2661,4798.212891,33.7,26.7,20/8/2016
33.7,26.7,45.716,37.645,127.022,2.5348,4788.694824,33.3,26.8,20/8/2016
33.3,26.8,35.038,37.5507,127.135,0.5055,4786.577637,33.7,27.8,20/8/2016
33.7,27.8,54.6384,37.5102,127.042,0.1457,4800.263184,34.2,28.2,20/8/2016
34.2,28.2,12.37,37.5776,126.838,0.0985,4780.342773,34.8,28.4,20/8/2016
34.8,28.4,52.518,37.4697,126.91,1.5629,4781.840332,34.4,27.6,20/8/2016
34.4,27.6,50.9312,37.4967,126.826,0.4125,4810.822266,33.9,25.1,20/8/2016
33.9,25.1,208.507,37.4562,126.955,5.1782,4731.641113,33.2,27,20/8/2016
33.2,27,28.7,37.5372,127.085,0.6233,4804.658203,33.2,25.9,20/8/2016
33.2,25.9,132.118,37.5507,126.988,0.5931,4846.348145,33.8,27.4,20/8/2016
33.8,27.4,59.8324,37.5776,127.083,2.6865,4777.401855,33.9,28.1,20/8/2016
33.9,28.1,30.968,37.4967,126.927,0.618,4786.317871,33.1,27.4,20/8/2016
33.1,27.4,30.0464,37.5507,126.937,0.8552,4808.338379,32.6,25.6,20/8/2016
32.6,25.6,82.2912,37.4697,126.995,2.2579,4754.415039,32.9,24.3,20/8/2016
32.9,24.3,53.4712,37.6181,127.099,0.697,4801.244629,36.7,28.4,20/8/2016
36.7,28.4,56.4448,37.4832,127.024,1.2313,4779.287109,32.6,26.1,20/8/2016
32.6,26.1,75.0924,37.5776,126.938,1.7678,4834.006348,33.1,25.9,20/8/2016
33.1,25.9,146.554,37.6181,127.004,4.7296,4890.243164,34.1,27.9,20/8/2016
34.1,27.9,26.298,37.5507,127.04,0.5721,4795.120117,34.3,27.7,20/8/2016
34.3,27.7,21.9668,37.5102,127.086,0.1332,4782.181641,34.6,28.7,20/8/2016
34.6,28.7,15.5876,37.5372,126.891,0.1554,4783.152832,35,28.6,20/8/2016
35,28.6,17.2956,37.5237,126.909,0.2223,4778.87793,35.2,28.1,20/8/2016
35.2,28.1,19.5844,37.5237,126.97,0.2713,4790.469727,31.6,24,20/8/2016
31.6,24,212.335,37.6046,126.991,2.785,4915.481445,34.5,24.1,21/8/2016
34.5,24.1,44.7624,37.6046,127.032,0.5141,4767.529785,34.6,27,21/8/2016
34.6,27,33.3068,37.5776,127.058,0.2661,4762.389648,35,25.8,21/8/2016
35,25.8,45.716,37.645,127.022,2.5348,4752.657227,34.3,26.4,21/8/2016
34.3,26.4,35.038,37.5507,127.135,0.5055,4750.573242,35.7,27.7,21/8/2016
35.7,27.7,54.6384,37.5102,127.042,0.1457,4764.229492,35.5,27.9,21/8/2016
35.5,27.9,12.37,37.5776,126.838,0.0985,4744.449219,35.7,28.5,21/8/2016
35.7,28.5,52.518,37.4697,126.91,1.5629,4745.608887,34.9,27.2,21/8/2016
34.9,27.2,50.9312,37.4967,126.826,0.4125,4774.966309,34.7,24.5,21/8/2016
34.7,24.5,208.507,37.4562,126.955,5.1782,4693.443848,34.7,26.5,21/8/2016
34.7,26.5,28.7,37.5372,127.085,0.6233,4768.980469,35.4,25.7,21/8/2016
35.4,25.7,132.118,37.5507,126.988,0.5931,4810.149902,35,27.2,21/8/2016
35,27.2,59.8324,37.5776,127.083,2.6865,4741.140137,35.6,27.1,21/8/2016
35.6,27.1,30.968,37.4967,126.927,0.618,4750.348633,35.5,27.5,21/8/2016
