Present_Tmax,Present_Tmin,lat,lon,DEM,Slope,Solar_radiation,Act_Next_Tmax,Act_Next_Tmin
23.8,20.6,37.6046,126.991,212.335,2.785,5981.979492,26.8,23.1
26.8,23.1,37.6046,127.032,44.7624,0.5141,5858.019043,27.2,22.5
27.2,22.5,37.5776,127.058,33.3068,0.2661,5852.268066,27.3,22.3
27.3,22.3,37.5507,127.135,35.038,0.5055,5848.15625,27.3,23.3
27.3,23.3,37.5102,127.042,54.6384,0.1457,5862.382813,26.6,22.7
26.6,22.7,37.5776,126.838,12.37,0.0985,5837.890625,26.5,23
26.5,23,37.4697,126.91,52.518,1.5629,5852.468262,26.6,22.7
26.6,22.7,37.4967,126.826,50.9312,0.4125,5865.608398,25.2,22.7
25.2,22.7,37.4562,126.955,208.507,5.1782,5880.977539,27.2,23.1
27.2,23.1,37.5372,127.085,28.7,0.6233,5852.796875,25.6,20.9
25.6,20.9,37.5507,126.988,132.118,0.5931,5912.88623,27.6,22.9
27.6,22.9,37.5776,127.083,59.8324,2.6865,5849.480469,26.5,23
26.5,23,37.4967,126.927,30.968,0.618,5846.571777,26.7,22
26.7,22,37.5507,126.937,30.0464,0.8552,5855.466797,26.7,23
26.7,23,37.4697,126.995,82.2912,2.2579,5849.513184,27.5,22.3
27.5,22.3,37.6181,127.099,53.4712,0.697,5861.010254,27.3,23.5
27.3,23.5,37.4832,127.024,56.4448,1.2313,5853.381836,26.2,22.7
26.2,22.7,37.6181,127.004,146.554,4.7296,5921.158691,27.1,22.8
27.1,22.8,37.5507,127.04,26.298,0.5721,5848.048828,27.6,23.8
27.6,23.8,37.5102,127.086,21.9668,0.1332,5841.537598,26.9,22.9
26.9,22.9,37.5372,126.891,15.5876,0.1554,5840.055176,27.2,22.9
27.2,22.9,37.5237,126.909,17.2956,0.2223,5838.980469,27.2,23.1
27.2,23.1,37.5237,126.97,19.5844,0.2713,5843.812988,25,20.5
25,20.5,37.6046,126.991,212.335,2.785,5975.67627,28.2,21.8
28.2,21.8,37.6046,127.032,44.7624,0.5141,5851.499512,27.8,21.8
27.8,21.8,37.5776,127.058,33.3068,0.2661,5845.751465,28,22
28,22,37.645,127.022,45.716,2.5348,5839.094727,28.4,21.9
28.4,21.9,37.5507,127.135,35.038,0.5055,5841.578125,28.7,22.5
28.7,22.5,37.5102,127.042,54.6384,0.1457,5855.803223,27.4,22.3
27.4,22.3,37.5776,126.838,12.37,0.0985,5831.343262,26.8,22.9
26.8,22.9,37.4697,126.91,52.518,1.5629,5845.816895,27.8,22.3
27.8,22.3,37.4967,126.826,50.9312,0.4125,5859.089355,25.9,22.1
25.9,22.1,37.4562,126.955,208.507,5.1782,5873.69043,28.4,22.1
28.4,22.1,37.5372,127.085,28.7,0.6233,5846.328613,26.9,21.2
26.9,21.2,37.5507,126.988,132.118,0.5931,5906.28125,28.7,22
28.7,22,37.5776,127.083,59.8324,2.6865,5842.81543,27.5,22.4
27.5,22.4,37.4967,126.927,30.968,0.618,5840.003906,27.8,22.1
27.8,22.1,37.5507,126.937,30.0464,0.8552,5849.007324,28.1,22.3
28.1,22.3,37.4697,126.995,82.2912,2.2579,5842.662598,27.7,21.4
27.7,21.4,37.6181,127.099,53.4712,0.697,5854.449219,28.8,22.5
28.8,22.5,37.4832,127.024,56.4448,1.2313,5846.703125,27.5,21.7
27.5,21.7,37.6181,127.004,146.554,4.7296,5914.817383,27.7,22.3
27.7,22.3,37.5507,127.04,26.298,0.5721,5841.541016,28.4,22.5
28.4,22.5,37.5102,127.086,21.9668,0.1332,5834.976074,28,22.5
28,22.5,37.5372,126.891,15.5876,0.1554,5833.513672,28.4,22.4
28.4,22.4,37.5237,126.909,17.2956,0.2223,5832.412109,28.8,22.6
28.8,22.6,37.5237,126.97,19.5844,0.2713,5837.300781,28.6,21.8
28.6,21.8,37.6046,126.991,212.335,2.785,5968.809082,31.6,23.1
31.6,23.1,37.6046,127.032,44.7624,0.5141,5844.398438,31.4,23.7
31.4,23.7,37.5776,127.058,33.3068,0.2661,5838.654297,32.1,23.9
32.1,23.9,37.645,127.022,45.716,2.5348,5832.032227,31.5,23.5
31.5,23.5,37.5507,127.135,35.038,0.5055,5834.413086,31.6,23.8
31.6,23.8,37.5102,127.042,54.6384,0.1457,5848.636719,30.5,23.8
30.5,23.8,37.5776,126.838,12.37,0.0985,5824.211914,30.3,23.5
30.3,23.5,37.4697,126.91,52.518,1.5629,5838.573242,31.4,23.4
31.4,23.4,37.4967,126.826,50.9312,0.4125,5851.988281,28.9,22.2
28.9,22.2,37.4562,126.955,208.507,5.1782,5865.756348,31.7,23.3
31.7,23.3,37.5372,127.085,28.7,0.6233,5839.283691,32.7,24
32.7,24,37.5776,127.083,59.8324,2.6865,5835.557617,30.6,23.6
30.6,23.6,37.4967,126.927,30.968,0.618,5832.850098,30.9,23.5
30.9,23.5,37.5507,126.937,30.0464,0.8552,5841.97168,30.5,23.1
30.5,23.1,37.4697,126.995,82.2912,2.2579,5835.20166,31.4,23.1
31.4,23.1,37.6181,127.099,53.4712,0.697,5847.303223,32.1,23.4
32.1,23.4,37.4832,127.024,56.4448,1.2313,5839.429199,31.4,23.4
31.4,23.4,37.5776,126.938,75.0924,1.7678,5868.875,31.5,23.2
31.5,23.2,37.6181,127.004,146.554,4.7296,5907.943359,30.6,23.7
30.6,23.7,37.5507,127.04,26.298,0.5721,5834.452148,31.1,23.7
31.1,23.7,37.5102,127.086,21.9668,0.1332,5827.82959,32.5,24
32.5,24,37.5372,126.891,15.5876,0.1554,5826.388184,31.5,24
31.5,24,37.5237,126.909,17.2956,0.2223,5825.258301,31.4,24
31.4,24,37.5237,126.97,19.5844,0.2713,5830.20752,29.2,20.7
29.2,20.7,37.6046,126.991,212.335,2.785,5961.377441,32.3,21.6
32.3,21.6,37.6046,127.032,44.7624,0.5141,5836.714844,32.8,23.6
32.8,23.6,37.5776,127.058,33.3068,0.2661,5830.974609,33,23
33,23,37.645,127.022,45.716,2.5348,5824.259766,32.6,23.1
32.6,23.1,37.5507,127.135,35.038,0.5055,5826.661133,33.2,24.2
33.2,24.2,37.5102,127.042,54.6384,0.1457,5840.882813,32.7,23.6
32.7,23.6,37.5776,126.838,12.37,0.0985,5816.495605,33.1,23.8
33.1,23.8,37.4697,126.91,52.518,1.5629,5830.73584,32.1,23.1
32.1,23.1,37.4967,126.826,50.9312,0.4125,5844.305176,30.9,20.9
30.9,20.9,37.4562,126.955,208.507,5.1782,5857.175781,32.9,23.6
32.9,23.6,37.5372,127.085,28.7,0.6233,5831.660156,32.6,21.8
32.6,21.8,37.5507,126.988,132.118,0.5931,5891.303711,33.1,24
33.1,24,37.5776,127.083,59.8324,2.6865,5827.705078,31.6,23.6
31.6,23.6,37.4967,126.927,30.968,0.618,5825.110352,32.3,23.3
32.3,23.3,37.5507,126.937,30.0464,0.8552,5834.358398,32,21.1
32,21.1,37.6181,127.099,53.4712,0.697,5839.571777,34,23
34,23,37.4832,127.024,56.4448,1.2313,5831.559082,32.7,22.2
32.7,22.2,37.5776,126.938,75.0924,1.7678,5861.256348,32.6,21.9
32.6,21.9,37.6181,127.004,146.554,4.7296,5900.489746,33.2,23.8
33.2,23.8,37.5507,127.04,26.298,0.5721,5826.782227,33.4,24
33.4,24,37.5102,127.086,21.9668,0.1332,5820.09668,33,23.9
33,23.9,37.5372,126.891,15.5876,0.1554,5818.678711,32.5,24.1
32.5,24.1,37.5237,126.909,17.2956,0.2223,5817.518066,32.9,24
32.9,24,37.5237,126.97,19.5844,0.2713,5822.532715,30.5,21.7
30.5,21.7,37.6046,126.991,212.335,2.785,5953.376953,33.1,22.4
33.1,22.4,37.6046,127.032,44.7624,0.5141,5828.444336,32.5,24
32.5,24,37.5776,127.058,33.3068,0.2661,5822.708984,33.6,24.2
33.6,24.2,37.645,127.022,45.716,2.5348,5815.985352,32.8,23
32.8,23,37.5507,127.135,35.038,0.5055,5818.317383,34,24.5
34,24.5,37.5102,127.042,54.6384,0.1457,5832.537598,33.1,24.6
33.1,24.6,37.5776,126.838,12.37,0.0985,5808.19043,34.5,22.7
34.5,22.7,37.4967,126.826,50.9312,0.4125,5836.035645,32.1,20.8
32.1,20.8,37.4562,126.955,208.507,5.1782,5847.944824,33.7,22.1
33.7,22.1,37.5507,126.988,132.118,0.5931,5882.926758,33.4,24.6
33.4,24.6,37.5776,127.083,59.8324,2.6865,5819.253906,33.6,23.9
33.6,23.9,37.4967,126.927,30.968,0.618,5816.779785,33.7,24.8
33.7,24.8,37.5507,126.937,30.0464,0.8552,5826.164063,32.5,21.9
32.5,21.9,37.4697,126.995,82.2912,2.2579,5818.445801,32.4,21.6
32.4,21.6,37.6181,127.099,53.4712,0.697,5831.25,35,23.2
35,23.2,37.4832,127.024,56.4448,1.2313,5823.089355,33.8,23.1
33.8,23.1,37.5776,126.938,75.0924,1.7678,5853.055664,32.9,23.6
32.9,23.6,37.6181,127.004,146.554,4.7296,5892.493652,33.2,25
33.2,25,37.5507,127.04,26.298,0.5721,5818.526855,34.1,25.1
34.1,25.1,37.5102,127.086,21.9668,0.1332,5811.774414,33.4,24.9
33.4,24.9,37.5372,126.891,15.5876,0.1554,5810.380859,32.9,23.7
32.9,23.7,37.5237,126.97,19.5844,0.2713,5814.271973,24.9,22.3
24.9,22.3,37.6046,126.991,212.335,2.785,5944.778809,27.5,23.5
27.5,23.5,37.6046,127.032,44.7624,0.5141,5819.559082,28.2,24.4
28.2,24.4,37.5776,127.058,33.3068,0.2661,5813.828125,28.4,24.9
28.4,24.9,37.645,127.022,45.716,2.5348,5807.132324,28.2,24
28.2,24,37.5507,127.135,35.038,0.5055,5809.353027,29.2,25.2
29.2,25.2,37.5102,127.042,54.6384,0.1457,5823.571289,28.6,25.2
28.6,25.2,37.5776,126.838,12.37,0.0985,5799.268066,29.4,24
29.4,24,37.4967,126.826,50.9312,0.4125,5827.150391,27.4,22.4
27.4,22.4,37.4562,126.955,208.507,5.1782,5838.026855,28.3,24.3
28.3,24.3,37.5372,127.085,28.7,0.6233,5814.638184,27.1,23
27.1,23,37.5507,126.988,132.118,0.5931,5873.924316,29.2,24.9
29.2,24.9,37.5776,127.083,59.8324,2.6865,5810.170898,29,25
29,25,37.4967,126.927,30.968,0.618,5807.829102,28.3,24.8
28.3,24.8,37.5507,126.937,30.0464,0.8552,5817.358398,28.2,23
28.2,23,37.4697,126.995,82.2912,2.2579,5809.117188,27.9,22.9
27.9,22.9,37.6181,127.099,53.4712,0.697,5822.308105,29,24
29,24,37.4832,127.024,56.4448,1.2313,5813.991211,27.5,23.5
27.5,23.5,37.5776,126.938,75.0924,1.7678,5844.241699,27.8,23.8
27.8,23.8,37.6181,127.004,146.554,4.7296,5883.891602,28.4,25
28.4,25,37.5507,127.04,26.298,0.5721,5809.657715,28.9,25
28.9,25,37.5102,127.086,21.9668,0.1332,5802.83252,29.2,25.4
29.2,25.4,37.5372,126.891,15.5876,0.1554,5801.46582,29.5,25.4
29.5,25.4,37.5237,126.909,17.2956,0.2223,5800.236816,29.1,25.3
29.1,25.3,37.5237,126.97,19.5844,0.2713,5805.396484,25,22.6
25,22.6,37.6046,126.991,212.335,2.785,5935.615234,27.9,24.3
27.9,24.3,37.6046,127.032,44.7624,0.5141,5810.09082,28.2,24.4
28.2,24.4,37.5776,127.058,33.3068,0.2661,5804.364746,27.9,24.7
27.9,24.7,37.645,127.022,45.716,2.5348,5797.602539,28.5,24.4
28.5,24.4,37.5507,127.135,35.038,0.5055,5799.800781,28.9,24.6
28.9,24.6,37.5102,127.042,54.6384,0.1457,5814.017578,27.5,24.7
27.5,24.7,37.5776,126.838,12.37,0.0985,5789.760742,27.7,24.8
27.7,24.8,37.4697,126.91,52.518,1.5629,5803.580566,27.5,24.3
27.5,24.3,37.4967,126.826,50.9312,0.4125,5817.682617,26.6,23.5
26.6,23.5,37.4562,126.955,208.507,5.1782,5827.465332,28.7,24.1
28.7,24.1,37.5372,127.085,28.7,0.6233,5805.242676,26.5,23.2
26.5,23.2,37.5507,126.988,132.118,0.5931,5864.33252,28.5,24.7
28.5,24.7,37.5776,127.083,59.8324,2.6865,5800.494629,27.7,24.3
27.7,24.3,37.4967,126.927,30.968,0.618,5798.291504,27.9,24.4
27.9,24.4,37.5507,126.937,30.0464,0.8552,5807.975586,28,24
28,24,37.4697,126.995,82.2912,2.2579,5799.178711,28.1,24.2
28.1,24.2,37.6181,127.099,53.4712,0.697,5812.780273,29.2,24.4
29.2,24.4,37.4832,127.024,56.4448,1.2313,5804.297363,27.3,24.2
27.3,24.2,37.5776,126.938,75.0924,1.7678,5834.849609,27.4,24.3
27.4,24.3,37.6181,127.004,146.554,4.7296,5874.696777,28,24.5
28,24.5,37.5507,127.04,26.298,0.5721,5800.206543,29.1,24.8
29.1,24.8,37.5102,127.086,21.9668,0.1332,5793.305176,27.9,24.9
27.9,24.9,37.5372,126.891,15.5876,0.1554,5791.966309,28,25.1
28,25.1,37.5237,126.909,17.2956,0.2223,5790.700195,28.5,25.2
28.5,25.2,37.5237,126.97,19.5844,0.2713,5795.938965,27.2,22.8
27.2,22.8,37.6046,126.991,212.335,2.785,5925.883789,28.6,23.6
28.6,23.6,37.6046,127.032,44.7624,0.5141,5800.038574,29.1,24.8
29.1,24.8,37.5776,127.058,33.3068,0.2661,5794.317871,28.5,24.2
28.5,24.2,37.645,127.022,45.716,2.5348,5787.545898,28.8,24.5
28.8,24.5,37.5507,127.135,35.038,0.5055,5789.660645,30.4,25.3
30.4,25.3,37.5102,127.042,54.6384,0.1457,5803.875,30.5,24.5
30.5,24.5,37.5776,126.838,12.37,0.0985,5779.666992,30.1,25
30.1,25,37.4697,126.91,52.518,1.5629,5793.330078,30.6,24
30.6,24,37.4967,126.826,50.9312,0.4125,5807.630859,29.2,23.1
29.2,23.1,37.4562,126.955,208.507,5.1782,5816.259766,28.5,23.3
28.5,23.3,37.5507,126.988,132.118,0.5931,5854.149902,28.9,25.2
28.9,25.2,37.5776,127.083,59.8324,2.6865,5790.223633,30.3,24.5
30.3,24.5,37.4967,126.927,30.968,0.618,5788.166992,30.1,24.8
30.1,24.8,37.5507,126.937,30.0464,0.8552,5798.013184,29.4,23.6
29.4,23.6,37.4697,126.995,82.2912,2.2579,5788.630371,28.1,24.1
28.1,24.1,37.6181,127.099,53.4712,0.697,5802.665527,31.4,24.7
31.4,24.7,37.4832,127.024,56.4448,1.2313,5794.006836,30.3,23.8
30.3,23.8,37.5776,126.938,75.0924,1.7678,5824.878906,28.8,23.9
28.8,23.9,37.6181,127.004,146.554,4.7296,5864.960449,28.7,25.1
28.7,25.1,37.5507,127.04,26.298,0.5721,5790.172852,31.1,25.4
31.1,25.4,37.5102,127.086,21.9668,0.1332,5783.19043,31,24.6
31,24.6,37.5372,126.891,15.5876,0.1554,5781.881348,31,24.6
31,24.6,37.5237,126.909,17.2956,0.2223,5780.575684,30,25.2
30,25.2,37.5237,126.97,19.5844,0.2713,5785.897949,23.5,21.6
23.5,21.6,37.6046,126.991,212.335,2.785,5915.583496,25.4,22.8
25.4,22.8,37.6046,127.032,44.7624,0.5141,5789.401367,25.4,23.3
25.4,23.3,37.5776,127.058,33.3068,0.2661,5783.686035,26,23.2
26,23.2,37.645,127.022,45.716,2.5348,5776.879395,26,23.2
26,23.2,37.5507,127.135,35.038,0.5055,5778.930664,26.6,23.6
26.6,23.6,37.5102,127.042,54.6384,0.1457,5793.142578,25.8,22.6
25.8,22.6,37.5776,126.838,12.37,0.0985,5768.986328,25.9,23.2
25.9,23.2,37.4697,126.91,52.518,1.5629,5782.484375,26.1,22.2
26.1,22.2,37.4967,126.826,50.9312,0.4125,5796.993652,25.1,22.9
25.1,22.9,37.4562,126.955,208.507,5.1782,5804.408691,24.2,22.1
24.2,22.1,37.5507,126.988,132.118,0.5931,5843.375488,26.3,23.4
26.3,23.4,37.5776,127.083,59.8324,2.6865,5779.356934,25.6,23.1
25.6,23.1,37.4967,126.927,30.968,0.618,5777.453613,25.3,22.8
25.3,22.8,37.5507,126.937,30.0464,0.8552,5787.470703,25.1,23.1
25.1,23.1,37.4697,126.995,82.2912,2.2579,5777.470215,25,22.9
25,22.9,37.6181,127.099,53.4712,0.697,5791.961914,25.8,23.4
25.8,23.4,37.4832,127.024,56.4448,1.2313,5783.118164,25.1,22.7
25.1,22.7,37.5776,126.938,75.0924,1.7678,5814.327148,25.2,23.1
25.2,23.1,37.6181,127.004,146.554,4.7296,5854.641602,25.8,23.6
25.8,23.6,37.5507,127.04,26.298,0.5721,5779.554199,26.2,23.8
26.2,23.8,37.5102,127.086,21.9668,0.1332,5772.487305,26,22.9
26,22.9,37.5372,126.891,15.5876,0.1554,5771.209473,26.2,23
26.2,23,37.5237,126.909,17.2956,0.2223,5769.862305,26.1,23.5
26.1,23.5,37.5237,126.97,19.5844,0.2713,5775.272461,28,20.5
28,20.5,37.6046,126.991,212.335,2.785,5904.711426,30.8,21.5
30.8,21.5,37.6046,127.032,44.7624,0.5141,5778.17627,31,22.7
31,22.7,37.5776,127.058,33.3068,0.2661,5772.467285,31.6,22.3
31.6,22.3,37.645,127.022,45.716,2.5348,5765.659668,31,22.1
31,22.1,37.5507,127.135,35.038,0.5055,5767.609375,32.2,22.9
32.2,22.9,37.5102,127.042,54.6384,0.1457,5781.818359,30.4,22.5
30.4,22.5,37.5776,126.838,12.37,0.0985,5757.716309,30.6,23
30.6,23,37.4697,126.91,52.518,1.5629,5771.041504,31.9,22.3
31.9,22.3,37.4967,126.826,50.9312,0.4125,5785.769043,29.4,21.8
29.4,21.8,37.4562,126.955,208.507,5.1782,5791.912598,31.3,22.4
31.3,22.4,37.5372,127.085,28.7,0.6233,5773.572754,31.5,21.2
31.5,21.2,37.5507,126.988,132.118,0.5931,5832.006836,32.2,22.9
32.2,22.9,37.5776,127.083,59.8324,2.6865,5767.892578,30.7,22.7
30.7,22.7,37.4967,126.927,30.968,0.618,5766.149414,31,22.3
31,22.3,37.5507,126.937,30.0464,0.8552,5776.346191,30.9,22.1
30.9,22.1,37.4697,126.995,82.2912,2.2579,5765.697754,30.5,22
30.5,22,37.6181,127.099,53.4712,0.697,5780.668945,31.2,22.7
31.2,22.7,37.4832,127.024,56.4448,1.2313,5771.630371,31.6,22.2
31.6,22.2,37.5776,126.938,75.0924,1.7678,5803.192871,30.6,22.1
30.6,22.1,37.6181,127.004,146.554,4.7296,5843.765625,30.6,22.8
30.6,22.8,37.5507,127.04,26.298,0.5721,5768.349609,32.2,23
32.2,23,37.5102,127.086,21.9668,0.1332,5761.193848,31.9,22.8
31.9,22.8,37.5372,126.891,15.5876,0.1554,5759.94873,32.1,22.9
32.1,22.9,37.5237,126.909,17.2956,0.2223,5758.557617,31.2,22.8
31.2,22.8,37.5237,126.97,19.5844,0.2713,5764.060547,28.6,22.6
28.6,22.6,37.6046,126.991,212.335,2.785,5893.265625,30.9,24.4
30.9,24.4,37.6046,127.032,44.7624,0.5141,5766.341309,30.5,25.1
30.5,25.1,37.5776,127.058,33.3068,0.2661,5760.659668,31.5,25.4
31.5,25.4,37.645,127.022,45.716,2.5348,5753.800293,31.4,25.2
31.4,25.2,37.5507,127.135,35.038,0.5055,5755.694336,31.4,25.7
31.4,25.7,37.5102,127.042,54.6384,0.1457,5769.900879,29.8,24.8
29.8,24.8,37.5776,126.838,12.37,0.0985,5745.85498,30.5,24.8
30.5,24.8,37.4697,126.91,52.518,1.5629,5759,31.5,24.6
31.5,24.6,37.4967,126.826,50.9312,0.4125,5773.955566,29.2,22.9
29.2,22.9,37.4562,126.955,208.507,5.1782,5778.769531,31.5,25.3
31.5,25.3,37.5372,127.085,28.7,0.6233,5761.848633,31.2,23.6
31.2,23.6,37.5507,126.988,132.118,0.5931,5820.04248,31.9,25.6
31.9,25.6,37.5776,127.083,59.8324,2.6865,5755.828613,31,24.9
31,24.9,37.4967,126.927,30.968,0.618,5754.252441,30.7,24.6
30.7,24.6,37.5507,126.937,30.0464,0.8552,5764.636719,29.9,24.2
29.9,24.2,37.4697,126.995,82.2912,2.2579,5753.311035,31.3,24.8
31.3,24.8,37.6181,127.099,53.4712,0.697,5768.783203,32.3,25.8
32.3,25.8,37.4832,127.024,56.4448,1.2313,5759.541016,31,24.5
31,24.5,37.5776,126.938,75.0924,1.7678,5791.473633,31.1,24.7
31.1,24.7,37.6181,127.004,146.554,4.7296,5832.299316,30.6,25.1
30.6,25.1,37.5507,127.04,26.298,0.5721,5756.556641,31.6,25.7
31.6,25.7,37.5102,127.086,21.9668,0.1332,5749.308594,31.3,25.1
31.3,25.1,37.5372,126.891,15.5876,0.1554,5748.097656,31.4,25.1
31.4,25.1,37.5237,126.909,17.2956,0.2223,5746.661133,30.9,25.3
30.9,25.3,37.5237,126.97,19.5844,0.2713,5752.260254,28.6,21.7
28.6,21.7,37.6046,126.991,212.335,2.785,5881.220703,31.5,21.7
31.5,21.7,37.6046,127.032,44.7624,0.5141,5753.916504,32,23.5
32,23.5,37.5776,127.058,33.3068,0.2661,5748.237793,31.9,23.3
31.9,23.3,37.645,127.022,45.716,2.5348,5741.361328,31.3,22.2
31.3,22.2,37.5507,127.135,35.038,0.5055,5743.159668,32.2,24.1
32.2,24.1,37.5102,127.042,54.6384,0.1457,5757.363281,31.2,24.3
31.2,24.3,37.5776,126.838,12.37,0.0985,5733.377441,31.9,23.6
31.9,23.6,37.4697,126.91,52.518,1.5629,5746.33252,31.6,22.3
31.6,22.3,37.4967,126.826,50.9312,0.4125,5761.527344,29.9,20.8
29.9,20.8,37.4562,126.955,208.507,5.1782,5764.948242,32.5,22.9
32.5,22.9,37.5372,127.085,28.7,0.6233,5749.513672,31.9,22.7
31.9,22.7,37.5507,126.988,132.118,0.5931,5807.455078,33.2,23.8
33.2,23.8,37.5776,127.083,59.8324,2.6865,5743.13623,32,23.7
32,23.7,37.4967,126.927,30.968,0.618,5741.736816,31.4,24.2
31.4,24.2,37.5507,126.937,30.0464,0.8552,5752.317383,31.1,21.6
31.1,21.6,37.4697,126.995,82.2912,2.2579,5740.28418,31.7,20.6
31.7,20.6,37.6181,127.099,53.4712,0.697,5756.279297,32.3,22.5
32.3,22.5,37.4832,127.024,56.4448,1.2313,5746.825195,31.4,22.8
31.4,22.8,37.5776,126.938,75.0924,1.7678,5779.14209,31.5,22.6
31.5,22.6,37.6181,127.004,146.554,4.7296,5820.243164,31.5,24.1
31.5,24.1,37.5507,127.04,26.298,0.5721,5744.150391,32,24.6
32,24.6,37.5102,127.086,21.9668,0.1332,5736.805176,31.5,24.2
31.5,24.2,37.5372,126.891,15.5876,0.1554,5735.630371,32.2,24.8
32.2,24.8,37.5237,126.909,17.2956,0.2223,5734.145996,32.6,23.9
32.6,23.9,37.5237,126.97,19.5844,0.2713,5739.846191,30.1,23.7
30.1,23.7,37.6046,126.991,212.335,2.785,5868.59668,32.7,24.3
32.7,24.3,37.6046,127.032,44.7624,0.5141,5740.896484,32.1,25.8
32.1,25.8,37.5776,127.058,33.3068,0.2661,5735.222656,33.5,26
33.5,26,37.645,127.022,45.716,2.5348,5728.316406,33.4,24.4
33.4,24.4,37.5507,127.135,35.038,0.5055,5730.027832,32.4,26.4
32.4,26.4,37.5102,127.042,54.6384,0.1457,5744.228027,32.3,26.3
32.3,26.3,37.5776,126.838,12.37,0.0985,5720.304688,32.3,26.7
32.3,26.7,37.4697,126.91,52.518,1.5629,5733.061523,33.4,25.6
33.4,25.6,37.4967,126.826,50.9312,0.4125,5748.505859,30.5,23
30.5,23,37.4562,126.955,208.507,5.1782,5750.477539,32.3,25.4
32.3,25.4,37.5372,127.085,28.7,0.6233,5736.588867,32.4,24.8
32.4,24.8,37.5507,126.988,132.118,0.5931,5794.26709,34.4,26.3
34.4,26.3,37.5776,127.083,59.8324,2.6865,5729.839844,32.7,26.5
32.7,26.5,37.4967,126.927,30.968,0.618,5728.624512,33.4,26.2
33.4,26.2,37.5507,126.937,30.0464,0.8552,5739.408203,31.8,24
31.8,24,37.4697,126.995,82.2912,2.2579,5726.639648,32.8,23.5
32.8,23.5,37.6181,127.099,53.4712,0.697,5743.178711,34.6,25.7
34.6,25.7,37.4832,127.024,56.4448,1.2313,5733.504395,32.7,24.8
32.7,24.8,37.5776,126.938,75.0924,1.7678,5766.221191,32.6,24.9
32.6,24.9,37.6181,127.004,146.554,4.7296,5807.616699,32.5,26.3
32.5,26.3,37.5507,127.04,26.298,0.5721,5731.151367,33.3,26.4
33.3,26.4,37.5102,127.086,21.9668,0.1332,5723.705566,32.8,27.1
32.8,27.1,37.5372,126.891,15.5876,0.1554,5722.567871,33.5,27.3
33.5,27.3,37.5237,126.909,17.2956,0.2223,5721.03418,33.2,26.7
33.2,26.7,37.5237,126.97,19.5844,0.2713,5726.839355,24.5,21.4
24.5,21.4,37.6046,126.991,212.335,2.785,5855.396973,26.9,22.7
26.9,22.7,37.6046,127.032,44.7624,0.5141,5727.288086,26.5,23.2
26.5,23.2,37.5776,127.058,33.3068,0.2661,5721.618652,27.1,23.1
27.1,23.1,37.645,127.022,45.716,2.5348,5714.666992,26.8,23
26.8,23,37.5507,127.135,35.038,0.5055,5716.302246,26.9,23.1
26.9,23.1,37.5102,127.042,54.6384,0.1457,5730.499023,26.5,23
26.5,23,37.5776,126.838,12.37,0.0985,5706.640625,27,23.5
27,23.5,37.4697,126.91,52.518,1.5629,5719.192871,26.1,23
26.1,23,37.4967,126.826,50.9312,0.4125,5734.894531,25.1,22
25.1,22,37.4562,126.955,208.507,5.1782,5735.364746,26.5,22.5
26.5,22.5,37.5372,127.085,28.7,0.6233,5723.078613,25.9,21.9
25.9,21.9,37.5507,126.988,132.118,0.5931,5780.483887,26.6,23.4
26.6,23.4,37.5776,127.083,59.8324,2.6865,5715.945801,27.2,23.1
27.2,23.1,37.4967,126.927,30.968,0.618,5714.919434,27.3,22.8
27.3,22.8,37.5507,126.937,30.0464,0.8552,5725.915039,25.5,22.3
25.5,22.3,37.4697,126.995,82.2912,2.2579,5712.382324,25.9,22.8
25.9,22.8,37.6181,127.099,53.4712,0.697,5729.48584,26.8,22.8
26.8,22.8,37.4832,127.024,56.4448,1.2313,5719.58252,26.4,22.4
26.4,22.4,37.5776,126.938,75.0924,1.7678,5752.715332,27,22.8
27,22.8,37.6181,127.004,146.554,4.7296,5794.404297,27,23
27,23,37.5507,127.04,26.298,0.5721,5717.564453,26.9,23.2
26.9,23.2,37.5102,127.086,21.9668,0.1332,5710.013672,27.1,23
27.1,23,37.5372,126.891,15.5876,0.1554,5708.915039,27.9,23.2
27.9,23.2,37.5237,126.909,17.2956,0.2223,5707.32959,27.6,23.1
27.6,23.1,37.5237,126.97,19.5844,0.2713,5713.243652,26,21.5
26,21.5,37.6046,126.991,212.335,2.785,5841.619141,28.4,22.6
28.4,22.6,37.6046,127.032,44.7624,0.5141,5713.085449,28.3,23.2
28.3,23.2,37.5776,127.058,33.3068,0.2661,5707.422852,28.9,23.3
28.9,23.3,37.645,127.022,45.716,2.5348,5700.435059,28.1,22.9
28.1,22.9,37.5507,127.135,35.038,0.5055,5701.980957,28.4,23.3
28.4,23.3,37.5102,127.042,54.6384,0.1457,5716.173828,28.4,23.3
28.4,23.3,37.5776,126.838,12.37,0.0985,5692.382324,28.5,23.1
28.5,23.1,37.4697,126.91,52.518,1.5629,5704.723633,28.7,23.1
28.7,23.1,37.4967,126.826,50.9312,0.4125,5720.690918,26.8,22
26.8,22,37.4562,126.955,208.507,5.1782,5719.606934,28.2,23
28.2,23,37.5372,127.085,28.7,0.6233,5708.97998,28.1,21.9
28.1,21.9,37.5507,126.988,132.118,0.5931,5766.102051,29,23.4
29,23.4,37.5776,127.083,59.8324,2.6865,5701.450195,28.7,23.1
28.7,23.1,37.4967,126.927,30.968,0.618,5700.619629,28.5,23.2
